step,update,episodes,avg_reward,avg_len,win_rate,draw_rate,policy_loss,value_loss,entropy,clip_frac,approx_kl,rollout_sec,update_sec
4096,2,137,35.056764166666674,30.03,0.46715328467153283,0.0072992700729927005,-0.0026620192569680513,2832.4445770263674,0.8340580552816391,0.02265625,0.006219058655551635,3.1401848793029785,0.33763599395751953
8192,4,284,34.658837777777784,27.53,0.4894366197183099,0.007042253521126761,-0.0008668176538776607,2860.205447387695,0.8421652279794216,0.0,0.0012481812707846984,3.1212451457977295,0.3346061706542969
12288,6,423,24.56582861111111,29.7,0.475177304964539,0.01182033096926714,-0.0015048752771690487,2821.57190246582,0.8419468834996223,0.025927734375,0.005368717320379801,3.0263750553131104,0.32671523094177246
16384,8,561,23.255751944444444,30.17,0.46167557932263814,0.012477718360071301,-0.0014769982662983239,2754.1388305664063,0.8266193173825741,0.021044921875,0.004069719549443107,3.0572171211242676,0.3285250663757324
20480,10,694,33.54402277777777,29.66,0.46829971181556196,0.012968299711815562,-0.002581064065452665,2616.292526245117,0.8124701768159867,0.052099609375,0.005589554699690779,3.0252628326416016,0.3282291889190674
24576,12,813,49.453166111111116,33.1,0.47232472324723246,0.012300123001230012,-0.0019854204962030052,2532.019610595703,0.8014891989529133,0.043701171875,0.0045472667748981625,3.0480310916900635,0.32855701446533203
28672,14,944,38.233824166666665,31.5,0.475635593220339,0.011652542372881356,-0.0015085071325302124,2601.7526885986326,0.7850725181400776,0.01611328125,0.003234754068398615,3.0461599826812744,0.32707715034484863
32768,16,1075,63.11331138888889,32.12,0.48930232558139536,0.010232558139534883,-0.0024568194989115,2650.4472595214843,0.8149989306926727,0.038916015625,0.006059598943102174,3.0393311977386475,0.3280360698699951
36864,18,1196,61.14251916666666,32.92,0.49498327759197325,0.010033444816053512,0.0007046071637887508,2762.083206176758,0.794086829572916,0.01513671875,0.0037736749138275625,3.098273992538452,0.33435702323913574
40960,20,1325,41.36661055555556,30.9,0.4913207547169811,0.009811320754716982,-0.0022781663574278355,2754.1822357177734,0.7351117722690106,0.024755859375,0.0036460152827203275,3.0395429134368896,0.3320620059967041
45056,22,1434,47.110288611111116,36.58,0.4902370990237099,0.010460251046025104,-0.003084872500039637,2368.332727050781,0.7218913592398166,0.046142578125,0.005622365459203138,3.0540060997009277,0.32784104347229004
49152,24,1548,33.45037472222222,35.99,0.4838501291989664,0.0103359173126615,-0.002520202659070492,2407.5986938476562,0.6464891783893109,0.013623046875,0.0026477108938706808,3.0510542392730713,0.32622671127319336
53248,26,1660,42.28458611111111,36.61,0.4819277108433735,0.01144578313253012,-0.0018985230184625835,2150.2692169189454,0.6506391160190106,0.030859375,0.005278960913437913,3.0663511753082275,0.33266711235046387
57344,28,1755,70.99072361111112,42.08,0.48547008547008547,0.013105413105413105,-0.001893678557826206,1947.0385467529297,0.5939565628767014,0.05322265625,0.006752918081383541,3.057826042175293,0.3289639949798584
61440,30,1843,49.07190166666667,45.98,0.48182311448724907,0.013022246337493217,-0.00012119329767301679,1700.4946121215821,0.4726949125528336,0.024462890625,0.0049176105572769305,3.3323748111724854,0.33420681953430176
65536,32,1919,71.62271833333332,52.13,0.48306409588327254,0.01354872329338197,-0.004535257676616311,1715.0457885742187,0.38677084259688854,0.069970703125,0.010866796457480631,3.0677709579467773,0.32833123207092285
69632,34,2000,79.47424888888891,50.56,0.486,0.0135,0.0019491544255288318,1834.06847076416,0.4096044052392244,0.01611328125,0.0038467129932314493,3.106381893157959,0.32611727714538574
73728,36,2079,79.28329833333333,51.23,0.48773448773448774,0.013949013949013949,-0.0003062092466279864,1757.4917053222657,0.4122437074780464,0.031396484375,0.004713178205668101,3.127535104751587,0.3462638854980469
77824,38,2151,74.28160277777778,56.39,0.4872152487215249,0.01394700139470014,-0.003872028226032853,1502.243914794922,0.41605772264301777,0.04345703125,0.005787592008709907,3.469604015350342,0.36149024963378906
81920,40,2218,82.01216305555556,59.47,0.4878268710550045,0.013525698827772768,-0.005246702185831964,1465.3977996826172,0.35136701315641405,0.04248046875,0.004750328420777805,3.02459979057312,0.3585622310638428
86016,42,2281,94.24030166666667,63.19,0.48794388426128893,0.0131521262604121,0.002366001921473071,1474.7790237426757,0.24167257007211446,0.021923828125,0.004797505139140412,2.987154960632324,0.32952189445495605
90112,44,2339,93.4391863888889,66.56,0.4873877725523728,0.014963659683625482,0.0028875824296846985,1072.6085960388184,0.2631979301571846,0.1,0.013700944742845422,2.959489107131958,0.3315420150756836
94208,46,2399,89.15686527777778,69.34,0.4864526886202584,0.014589412255106295,0.001403477560961619,1140.1117431640625,0.29460788778960706,0.04375,0.0070681343837350145,2.9765686988830566,0.3284480571746826
98304,48,2460,76.88188222222222,66.26,0.4845528455284553,0.014634146341463415,0.003171408211346716,1117.2294815063476,0.28490219078958035,0.045458984375,0.006267374390790792,2.9738528728485107,0.32860803604125977
102400,50,2521,71.97962333333334,65.03,0.4827449424831416,0.015470051566838556,-0.0039173741650301965,1200.331665802002,0.20932189747691154,0.0478515625,0.0068499248209718646,2.9366469383239746,0.33048510551452637
106496,52,2573,90.55015583333333,73.07,0.48270501360279827,0.01671200932763311,-0.006760586014327903,1068.312291463216,0.1686484550850259,0.038248697916666664,0.01312008231670979,2.881227731704712,0.2946019172668457
110592,54,2638,102.19819833333335,68.65,0.4829416224412434,0.017058377558756634,0.0032597472600173205,1315.0444679260254,0.33309643249958754,0.1112060546875,0.018245937530991796,2.957793951034546,0.13306808471679688
114688,56,2705,82.48978000000001,62.79,0.4817005545286506,0.0177449168207024,0.0020332666113972663,1286.250178527832,0.30887258648872373,0.03740234375,0.005813994363961683,3.0112109184265137,0.3282649517059326
118784,58,2761,78.8411286111111,65.98,0.4813473379210431,0.017385005432814196,-0.0008639335341285914,1167.8394264221192,0.2853248279541731,0.016845703125,0.0033495289659072115,3.002858877182007,0.32987499237060547
122880,60,2823,86.06719694444445,66.16,0.4821112291888062,0.01700318809776833,-0.0014267226681113244,1305.0812591552735,0.27712341863662004,0.0177734375,0.004485667243847047,2.980576992034912,0.32922816276550293
126976,62,2883,89.6848888888889,66.13,0.481789802289282,0.01734304543877905,-0.0003588859923183918,1399.4132095336913,0.2648088477551937,0.020947265625,0.0033161913164349243,2.985513925552368,0.329456090927124
131072,64,2935,95.54816944444443,72.43,0.48211243611584326,0.017035775127768313,0.0017617822508327664,1124.604811859131,0.2163714425638318,0.03427734375,0.005730287993992533,2.9467880725860596,0.33036208152770996
135168,66,2989,111.07447055555556,76.17,0.4841083974573436,0.017397122783539644,0.00290011785691604,1336.8157180786134,0.1868262805044651,0.054248046875,0.01101925488235338,2.9087111949920654,0.3280010223388672
139264,68,3045,96.02702194444444,70.73,0.4834154351395731,0.017733990147783252,0.0024258318298961967,1444.0830215454102,0.21069789361208677,0.048095703125,0.006401317947188545,2.9878108501434326,0.32892894744873047
143360,70,3094,94.33149500000002,77.03,0.4835164835164835,0.018422753716871364,0.002651652306667529,952.4810829162598,0.16276211687363684,0.0406494140625,0.014574659760754116,2.871067762374878,0.26984715461730957
147456,72,3146,107.88430138888889,80.33,0.4834710743801653,0.019389701207883026,0.0005006871710065752,1396.4583305358888,0.1684789417311549,0.029833984375,0.004786370838314724,2.992419719696045,0.3391449451446533
151552,74,3191,105.79603055555553,82.39,0.4826073331244124,0.020683171419617674,0.002440154098439962,1110.5406982421875,0.07508197515271604,0.030859375,0.010831008233094509,2.8217530250549316,0.33902621269226074
155648,76,3231,111.46983527777779,90.53,0.48220365212008665,0.021046115753636643,6.636914913542569e-05,853.2235404968262,0.06323648015968501,0.0208984375,0.006932899142793758,2.853653907775879,0.3403158187866211
159744,78,3277,128.6614794444444,92.54,0.48306377784559046,0.02197131522734208,0.0011450215359218418,724.891463470459,0.05315722972154617,0.01376953125,0.003768674494597235,2.8563530445098877,0.34600114822387695
163840,80,3312,140.3223161111111,99.12,0.48339371980676327,0.02355072463768116,0.006253932148683816,756.901725769043,0.06414729598909616,0.017626953125,0.007689303832080441,2.7964959144592285,0.33876681327819824
167936,82,3344,155.3552622222222,108.87,0.4838516746411483,0.024222488038277513,0.0008484591322485358,542.4771877288819,0.0509804115165025,0.012353515625,0.005428616324072521,2.721937894821167,0.3452880382537842
172032,84,3378,153.30185277777773,119.12,0.48342214328004735,0.02427471876850207,0.0031409926945343614,706.3940315246582,0.04407116377260536,0.011474609375,0.006097660731948906,2.685426712036133,0.3720099925994873
176128,86,3407,153.3789008333333,124.26,0.483416495450543,0.024361608453184618,0.001928600820247084,597.3716423034668,0.04806796982884407,0.010791015625,0.0062723700317746985,2.6751768589019775,0.34148216247558594
180224,88,3434,164.1893222222222,133.51,0.48398369248689577,0.024170064065230052,-0.0030038413242436945,705.0145928519113,0.0811087531702859,0.020159040178571428,0.007582231517777213,2.6961679458618164,0.2387237548828125
184320,90,3467,158.60856305555552,135.39,0.48312662244015,0.02394000576867609,-0.004488114430569112,964.4842376708984,0.08843122702091932,0.02529296875,0.015200666517625906,2.747763156890869,0.33857083320617676
188416,92,3504,137.48903305555552,122.75,0.4823059360730594,0.023972602739726026,0.0006229758495464921,969.1265113830566,0.044068656070157884,0.01875,0.006181159375569223,2.7678349018096924,0.34261202812194824
192512,94,3532,132.95730833333332,121.88,0.4824462061155153,0.02406568516421291,-0.002261192537844181,512.4386474609375,0.06876216288655997,0.020703125,0.0049334621919115305,2.633251905441284,0.33779001235961914
196608,96,3569,129.19023305555555,116.85,0.48220790137293357,0.023816195012608572,-0.0016751628718338907,933.706649017334,0.08706296561285853,0.023828125,0.007369831582764164,2.811237335205078,0.3392159938812256
200704,98,3597,139.1433411111111,125.87,0.48123436196830693,0.02418682235195997,-0.0005349925952032209,597.4180015563965,0.08206103723496198,0.028955078125,0.009060201327702088,2.7619361877441406,0.33901500701904297
204800,100,3627,143.13455638888888,126.08,0.481665288116901,0.023986765922249794,-0.002530673670116812,748.7267757415772,0.08327745655551552,0.0232421875,0.00962819465071334,2.684154987335205,0.34586381912231445
208896,102,3662,158.0294344444444,126.41,0.4825232113599126,0.02403058438012015,0.0004746116348542273,576.8850784301758,0.08143992056138813,0.012451171875,0.0023706530656511402,2.748317003250122,0.3383641242980957
212992,104,3691,156.2438986111111,126.29,0.4825250609590897,0.023841777296125712,0.0009095273795537651,485.49711112976075,0.05354266674257815,0.014453125,0.00417622207727959,2.6419858932495117,0.3402707576751709
217088,106,3717,158.5849686111111,133.25,0.48237826203927897,0.023675006725854184,0.0030196852749213576,841.3178958892822,0.06963697983883321,0.023291015625,0.009869024747285949,2.663205146789551,0.3379981517791748
221184,108,3750,171.09582611111105,134.17,0.48373333333333335,0.023733333333333332,0.0022580828052014114,686.9739803314209,0.04474920346401632,0.0095703125,0.004713496526164818,2.7777626514434814,0.33870482444763184
225280,110,3785,152.0960986111111,127.05,0.4837516512549538,0.023513870541611626,-0.0005422799673397094,802.1262054443359,0.03565103141590953,0.0177734375,0.0121050881421354,2.7018039226531982,0.41144800186157227
229376,112,3807,165.13598916666666,131.11,0.4838455476753349,0.02337798791699501,-0.0003120817244052887,648.4356861114502,0.03201295351609588,0.01689453125,0.0069642699386662345,2.7059757709503174,0.3409919738769531
233472,114,3830,167.62839333333332,138.77,0.48381201044386424,0.023237597911227155,0.00015498763532377778,320.5325651168823,0.021350068191532047,0.004638671875,0.0028265441576280637,2.699842929840088,0.34018397331237793
237568,116,3850,183.67672555555552,155.62,0.4844155844155844,0.023116883116883116,2.8963410295546053e-05,322.47397632598876,0.010008243389893322,0.000537109375,0.00038341019326324497,2.633607864379883,0.3377950191497803
241664,118,3874,197.16676222222225,169.25,0.4845121321631389,0.023231801755291687,2.7326541021466257e-05,342.5409002304077,0.01564374241279438,0.00205078125,0.0012484175374652296,2.6851449012756348,0.3441951274871826
245760,120,3894,213.14897027777772,177.45,0.48484848484848486,0.023112480739599383,0.00012347680749371647,304.7168308258057,0.013500220538116992,0.003173828125,0.0016502827184467605,2.5967540740966797,0.3402669429779053
249856,122,3914,220.6678475,185.15,0.48467041389882476,0.022994379151762903,-9.497003629803658e-05,289.49480571746824,0.011036150163272395,0.002685546875,0.0009474972846305718,2.622398853302002,0.3387420177459717
253952,124,3936,218.13219916666668,183.38,0.48526422764227645,0.022865853658536585,8.544025477021932e-05,332.615927696228,0.014533698942977935,0.00224609375,0.0009147358586687915,2.74387526512146,0.3417959213256836
258048,126,3956,228.67790222222217,188.03,0.4860970677451972,0.02275025278058645,0.00025948253460228443,219.90418043136597,0.01556038088456262,0.00517578125,0.0030913631444718704,2.701746940612793,0.33881711959838867
262144,128,3977,228.83598833333338,190.57,0.48629620316821726,0.022881569021875787,-0.000526015949435532,389.1258073806763,0.014632781187538057,0.003466796875,0.0021472511176853005,2.6380207538604736,0.3500359058380127
266240,130,3997,232.1873416666667,190.71,0.48636477358018515,0.02276707530647986,7.300153956748545e-05,309.09203605651857,0.007696303181000985,0.0013671875,0.000950357508671118,2.6942970752716064,0.3784337043762207
270336,132,4017,227.36527527777776,190.97,0.48593477719691314,0.022653721682847898,-0.00019739251001738012,319.94622135162354,0.010662923892959952,0.002197265625,0.0015682056458928173,2.6509528160095215,0.3369631767272949
274432,134,4045,204.72389833333335,177.85,0.48553770086526576,0.02249690976514215,-0.0025043681962415576,888.1692911783854,0.01888199740399917,0.013346354166666666,0.010648161780636656,2.7650609016418457,0.11191201210021973
278528,136,4066,194.98916833333328,175.84,0.485489424495819,0.02262666010821446,-6.25288754235953e-05,173.4307147026062,0.007485322403954342,0.004150390625,0.0017027321621725378,2.6037981510162354,0.33667588233947754
282624,138,4086,198.05531916666664,176.47,0.48580518844836024,0.022515907978463045,0.00024206003290601076,160.01712355613708,0.0077449810793041255,0.002392578125,0.0010181823412494851,2.715078830718994,0.498798131942749
286720,140,4106,213.06174694444442,178.99,0.48660496833901606,0.022406234778373113,2.4034740636125208e-05,148.85453724861145,0.013008805777644739,9.765625e-05,0.00033780130703462417,2.669727087020874,0.3472628593444824
290816,142,4126,216.3673211111111,177.78,0.48715462918080465,0.022297624818225885,0.0001329634600551799,134.74980216026307,0.012033124722074717,0.00205078125,0.0007400081888590648,2.6405439376831055,0.3406956195831299
294912,144,4147,241.22864944444441,191.34,0.48782252230528095,0.022184711839884255,-0.004244824322605771,269.82682827540805,0.015357750979351945,0.011439732142857142,0.01211126555114918,2.742255926132202,0.24121785163879395
