step,update,episodes,avg_reward,avg_len,win_rate,draw_rate,policy_loss,value_loss,entropy,clip_frac,approx_kl,rollout_sec,update_sec
45056,22,1483,26.61966861111111,31.81,0.471341874578557,0.014834794335805798,-0.0035389373428188265,2677.475061035156,0.7477949284017086,0.04091796875,0.004288055458164308,3.185615062713623,0.3575911521911621
49152,24,1615,42.595039722222225,31.02,0.47554179566563465,0.014241486068111455,-0.003192255611065775,2724.7278686523437,0.7160208739340306,0.011376953125,0.003569824692385737,3.1900672912597656,0.35704708099365234
53248,26,1747,44.3763888888889,30.26,0.477389811104751,0.01316542644533486,-0.00506864000344649,2854.292056274414,0.6286823645234108,0.033154296875,0.004879913716649753,3.2593507766723633,0.36153411865234375
57344,28,1861,47.964889444444445,35.04,0.4798495432563138,0.013433637829124127,0.0002192904124967754,2476.2631652832033,0.6166736997663975,0.00859375,0.002506008226919221,3.310123920440674,0.3602888584136963
61440,30,1980,49.54312527777776,34.79,0.4808080808080808,0.013636363636363636,-0.0013502175512257963,2372.145492553711,0.5702315732836724,0.006787109375,0.0017127758605056443,3.177435874938965,0.35730481147766113
65536,32,2088,37.60266111111112,38.02,0.47844827586206895,0.013409961685823755,-0.0007882434874773026,2303.882177734375,0.521750881522894,0.003271484375,0.0016921112169256958,3.194244861602783,0.35745692253112793
69632,34,2184,65.70290833333334,41.72,0.48122710622710624,0.013736263736263736,-0.0020472628413699566,1970.4581497192382,0.5179995592683554,0.021533203125,0.002593770169369236,3.2058990001678467,0.36037611961364746
73728,36,2279,76.03020805555553,42.56,0.48573935936814394,0.013602457218078104,-0.008666494849603624,2163.8584518432617,0.432597728073597,0.06474609375,0.0058334432605988695,3.1872718334198,0.40645790100097656
77824,38,2368,70.59559250000001,45.33,0.48859797297297297,0.01393581081081081,-0.006649215216748416,2224.885990905762,0.40276442728936673,0.035693359375,0.006499270619133313,3.1686129570007324,0.3561248779296875
81920,40,2457,73.6759813888889,45.13,0.4908424908424908,0.013838013838013839,0.0036931291077053176,2034.0754837036134,0.39123396538197996,0.0537109375,0.005136919742017199,3.2078957557678223,0.35736918449401855
86016,42,2544,65.30735722222222,44.36,0.4921383647798742,0.013364779874213837,-0.00859551636967808,1909.6193130493164,0.3815523538738489,0.04423828125,0.004174063773371017,3.1801023483276367,0.42156291007995605
90112,44,2634,83.74815500000001,46.03,0.49582384206529995,0.012908124525436599,-0.00045760906359646467,1848.268376159668,0.3621272049844265,0.03994140625,0.0042552760406579185,3.2220327854156494,0.3573157787322998
94208,46,2710,75.52626833333333,52.55,0.4952029520295203,0.014391143911439114,-0.007776481111068279,1557.03777923584,0.3200025238096714,0.03720703125,0.0046232862871875115,3.2335469722747803,0.3633699417114258
98304,48,2786,81.55872777777778,54.3,0.4971284996410625,0.014357501794687724,-0.00568694417597726,1680.326821899414,0.26948122344911096,0.044140625,0.004815580837839661,3.195439100265503,0.36374664306640625
102400,50,2856,86.30011138888891,57.19,0.49789915966386555,0.014005602240896359,-0.004675375611986965,1508.3132629394531,0.23511178214102985,0.032763671875,0.003768948281026496,3.146653890609741,0.37226128578186035
106496,52,2915,94.5499111111111,65.01,0.49845626072041166,0.0137221269296741,-0.003453801281284541,1283.9131164550781,0.1650039406493306,0.021044921875,0.0034039792379644495,3.0475101470947266,0.36999988555908203
110592,54,2985,89.0387122222222,62.31,0.4981574539363484,0.01373534338358459,0.0004411990463268012,1422.949351501465,0.20046697054058313,0.012548828125,0.0022802820821652857,3.113015651702881,0.3701810836791992
114688,56,3048,73.01650249999999,63.91,0.49606299212598426,0.01410761154855643,0.0022377453395165505,1536.9004013061524,0.13901386512443423,0.0169921875,0.0026741342878835892,3.09798002243042,0.3731729984283447
118784,58,3102,76.19385555555556,69.06,0.4951644100580271,0.014506769825918761,0.001605549524538219,1023.64116897583,0.11704788105562329,0.03203125,0.005220559536405744,3.0707008838653564,0.3580489158630371
122880,60,3151,97.71773555555555,78.88,0.49476356712154873,0.014598540145985401,0.0015687975217588245,1026.065552520752,0.11186590120196342,0.016650390625,0.0025165924712609923,3.0435657501220703,0.37208104133605957
126976,62,3209,91.4139061111111,74.21,0.4939233406045497,0.015269554378311,0.000620317505672574,852.5777534484863,0.10957340011373162,0.005224609375,0.0021402031057505154,3.0784871578216553,0.3759791851043701
131072,64,3268,87.70714138888889,68.33,0.4938800489596083,0.014993880048959608,-0.00020191214280202986,1359.1471160888673,0.1502572799101472,0.008837890625,0.0022596220683851697,3.145941972732544,0.3780789375305176
135168,66,3323,93.4893802777778,69.85,0.4938308757147156,0.01504664459825459,-0.0002370881848037243,1148.7453117370605,0.12489773938432336,0.010107421875,0.0018953088004309393,3.1061949729919434,0.38451313972473145
139264,68,3375,101.75683944444447,74.6,0.49422222222222223,0.015111111111111112,0.0014187415828928352,1314.455332183838,0.14410156151279807,0.05751953125,0.005746958322390583,3.13582706451416,0.3775796890258789
143360,70,3436,103.42051999999995,69.14,0.4959254947613504,0.015133876600698487,0.0007281673373654485,1128.5179306030273,0.16364538110792637,0.034375,0.004461840410613149,3.146474599838257,0.37842607498168945
147456,72,3489,90.75588472222223,70.08,0.4944110060189166,0.015190599025508742,0.001885476103052497,1204.769406890869,0.12814437346532942,0.030517578125,0.005799342410239561,3.0637099742889404,0.376554012298584
151552,74,3545,78.14669305555555,75.76,0.492524682651622,0.014950634696755994,-0.0025365545647218824,1458.7496154785156,0.14343267204239965,0.037060546875,0.009976866422312014,3.111531972885132,0.3749241828918457
155648,76,3592,89.2481102777778,78.54,0.4930400890868597,0.01475501113585746,-0.00011346432147547602,900.2038475036621,0.08781888820230961,0.01474609375,0.0031425680107076913,3.0770950317382812,0.38320493698120117
159744,78,3644,94.19060444444443,82.51,0.49149286498353456,0.014818880351262349,9.970018290914596e-05,1346.7837890625,0.11467490885406732,0.007373046875,0.0017916792614187215,3.0865631103515625,0.37572312355041504
163840,80,3690,97.92713333333333,83.51,0.491869918699187,0.015176151761517615,-0.0013629766821395607,965.002906036377,0.10415048515424133,0.011669921875,0.003228321556110814,3.0629241466522217,0.38391828536987305
167936,82,3742,111.17667333333331,80.31,0.4927846071619455,0.015232495991448424,0.00388213963015005,1050.2571578979491,0.11977486219257116,0.029638671875,0.005624140754483165,3.0240347385406494,0.3875551223754883
172032,84,3790,110.74449138888889,77.75,0.49340369393139843,0.01503957783641161,0.00027597802691161635,847.6386100769043,0.05944873304106295,0.00703125,0.0022855534173004343,2.8337831497192383,0.33484816551208496
176128,86,3840,117.11695694444444,80.2,0.49453125,0.01484375,-0.0006294806429650634,974.3495330810547,0.09445784706622362,0.006103515625,0.0012686057030805386,2.8700499534606934,0.3385660648345947
180224,88,3888,104.26959722222222,80.4,0.4930555555555556,0.015174897119341564,-0.0009408476471435279,1074.9432929992677,0.09218761855736375,0.01376953125,0.0025544042552382963,2.913461446762085,0.3379809856414795
184320,90,3932,99.0039736111111,87.34,0.4921159715157681,0.015768056968463885,0.0006261130096390843,752.6295528411865,0.04237591396085918,0.005908203125,0.0018082926969270829,2.891975164413452,0.34476208686828613
188416,92,3968,116.4114936111111,96.49,0.49117943548387094,0.017389112903225805,-0.0003650975530035794,724.2242794036865,0.038955331104807554,0.0078125,0.002538032132997614,2.8200876712799072,0.3330531120300293
192512,94,4011,111.65320638888886,99.35,0.48965345300423835,0.018199950137122913,-0.00038603063439950346,781.269864654541,0.03782486456912011,0.0064453125,0.0021893861955959437,2.9231128692626953,0.3307979106903076
196608,96,4050,123.84536055555556,99.87,0.49037037037037035,0.018765432098765432,-0.0007145651819882914,869.7812728881836,0.034729225118644534,0.01103515625,0.002667978773368418,2.8945860862731934,0.33381104469299316
200704,98,4092,125.19418416666663,97.37,0.489980449657869,0.01881720430107527,0.00042830065940506755,961.0505676269531,0.058765689260326326,0.008544921875,0.0023662492340235986,2.8735549449920654,0.3327782154083252
