step,update,episodes,avg_reward,avg_len,win_rate,draw_rate,policy_loss,value_loss,entropy,clip_frac,approx_kl,rollout_sec,update_sec
49152,24,1615,42.595039722222225,31.02,0.47554179566563465,0.014241486068111455,-0.003192255611065775,2724.7278686523437,0.7160208739340306,0.011376953125,0.003569824692385737,3.0304441452026367,0.3279533386230469
53248,26,1747,44.3763888888889,30.26,0.477389811104751,0.01316542644533486,-0.00506864000344649,2854.292056274414,0.6286823645234108,0.033154296875,0.004879913716649753,3.0118789672851562,0.3340573310852051
57344,28,1861,47.964889444444445,35.04,0.4798495432563138,0.013433637829124127,0.0002192904124967754,2476.2631652832033,0.6166736997663975,0.00859375,0.002506008226919221,3.101654052734375,0.3343837261199951
61440,30,1980,49.54312527777776,34.79,0.4808080808080808,0.013636363636363636,-0.0013502175512257963,2372.145492553711,0.5702315732836724,0.006787109375,0.0017127758605056443,3.1391680240631104,0.3467552661895752
65536,32,2088,37.60266111111112,38.02,0.47844827586206895,0.013409961685823755,-0.0007882434874773026,2303.882177734375,0.521750881522894,0.003271484375,0.0016921112169256958,3.0254299640655518,0.3271811008453369
69632,34,2184,65.70290833333334,41.72,0.48122710622710624,0.013736263736263736,-0.0020472628413699566,1970.4581497192382,0.5179995592683554,0.021533203125,0.002593770169369236,3.1361520290374756,0.3317742347717285
73728,36,2279,76.03020805555553,42.56,0.48573935936814394,0.013602457218078104,-0.008666494849603624,2163.8584518432617,0.432597728073597,0.06474609375,0.0058334432605988695,3.0100982189178467,0.3250260353088379
77824,38,2368,70.59559250000001,45.33,0.48859797297297297,0.01393581081081081,-0.006649215216748416,2224.885990905762,0.40276442728936673,0.035693359375,0.006499270619133313,2.984212875366211,0.3217318058013916
81920,40,2457,73.6759813888889,45.13,0.4908424908424908,0.013838013838013839,0.0036931291077053176,2034.0754837036134,0.39123396538197996,0.0537109375,0.005136919742017199,2.9779179096221924,0.3231170177459717
86016,42,2544,65.30735722222222,44.36,0.4921383647798742,0.013364779874213837,-0.00859551636967808,1909.6193130493164,0.3815523538738489,0.04423828125,0.004174063773371017,2.9443845748901367,0.32349705696105957
90112,44,2634,83.74815500000001,46.03,0.49582384206529995,0.012908124525436599,-0.00045760906359646467,1848.268376159668,0.3621272049844265,0.03994140625,0.0042552760406579185,2.977151393890381,0.3269507884979248
94208,46,2710,75.52626833333333,52.55,0.4952029520295203,0.014391143911439114,-0.007776481111068279,1557.03777923584,0.3200025238096714,0.03720703125,0.0046232862871875115,2.9857730865478516,0.3224208354949951
98304,48,2786,81.55872777777778,54.3,0.4971284996410625,0.014357501794687724,-0.00568694417597726,1680.326821899414,0.26948122344911096,0.044140625,0.004815580837839661,2.956157922744751,0.32345008850097656
102400,50,2856,86.30011138888891,57.19,0.49789915966386555,0.014005602240896359,-0.004675375611986965,1508.3132629394531,0.23511178214102985,0.032763671875,0.003768948281026496,2.9076201915740967,0.3666958808898926
106496,52,2915,94.5499111111111,65.01,0.49845626072041166,0.0137221269296741,-0.003453801281284541,1283.9131164550781,0.1650039406493306,0.021044921875,0.0034039792379644495,2.9329440593719482,0.33246779441833496
110592,54,2985,89.0387122222222,62.31,0.4981574539363484,0.01373534338358459,0.0004411990463268012,1422.949351501465,0.20046697054058313,0.012548828125,0.0022802820821652857,2.9413280487060547,0.33075499534606934
114688,56,3048,73.01650249999999,63.91,0.49606299212598426,0.01410761154855643,0.0022377453395165505,1536.9004013061524,0.13901386512443423,0.0169921875,0.0026741342878835892,2.9318079948425293,0.32914209365844727
118784,58,3102,76.19385555555556,69.06,0.4951644100580271,0.014506769825918761,0.001605549524538219,1023.64116897583,0.11704788105562329,0.03203125,0.005220559536405744,2.8263139724731445,0.32615184783935547
122880,60,3151,97.71773555555555,78.88,0.49476356712154873,0.014598540145985401,0.0015687975217588245,1026.065552520752,0.11186590120196342,0.016650390625,0.0025165924712609923,2.8588132858276367,0.32968783378601074
126976,62,3209,91.4139061111111,74.21,0.4939233406045497,0.015269554378311,0.000620317505672574,852.5777534484863,0.10957340011373162,0.005224609375,0.0021402031057505154,2.8648409843444824,0.3281087875366211
131072,64,3268,87.70714138888889,68.33,0.4938800489596083,0.014993880048959608,-0.00020191214280202986,1359.1471160888673,0.1502572799101472,0.008837890625,0.0022596220683851697,2.91782283782959,0.32831406593322754
